# GM,diameter,a,e,i,om,w,ma
,,,1.0,145.19,2.90,81.87,
,,,1.0,144.40,1.59,80.82,
,,,1.0,142.18,15.71,93.94,
,,,1.0,144.53,7.63,86.17,
,,,1.0,144.08,1.88,81.21,
,,,1.0,143.83,12.38,91.63,
,,,1.0,145.48,7.75,86.95,
,,,1.0,74.50,73.89,59.61,
,,-875863.0179421579,1.000006761076483,148.10417364,88.88261694564454,55.16397064657328,1.277761017845917E-7
,,-1194.289494920088,1.001819314805752,152.4325923218559,117.0905687562264,256.0801568836507,-.007517511745427204
,,,1.0,143.41,7.24,86.44,
,,,1.0,143.55,4.16,84.73,
,,,1.0,87.14,256.11,83.66,
,,3.33849252580592,.5836543592898227,3.216341314927662,187.4994301615916,147.0634868809341,1.18634358617208
,,6.58874779397744,.6184540913111467,21.00757131426776,29.13838268414358,308.4523327502127,5.437159992219258
,,11.69071222695307,.7722785038177395,25.16431265811679,41.15324232260675,298.2711635233173,2.433547228001297
,,7.12079419024277,.6818586012094172,28.32634846850978,174.6448094245821,172.3183875403807,359.37324690365
,,,1.0,53.82,341.63,291.48,
,,,1.0,144.59,2.93,81.81,
,,-728.660613580131,1.004860831410032,75.23665833645734,24.1862990906741,76.2393612540989,.01154857600966073
,,,1.0,144.09,2.25,81.23,
,,,1.0,145.22,4.77,88.67,
,,,1.0,144.67,7.49,87.12,
,,,1.0,146.54,355.75,70.98,
,,,1.0,141.30,317.90,55.40,
,,,1.0,144.25,10.96,89.30,
,,,1.0,144.49,7.68,86.24,
,,,1.0,141.43,344.74,66.93,
,,,1.0,146.50,359.74,85.11,
,,-652.3788935652981,1.005343748183745,93.65235561168429,65.29465726378274,299.0211524133611,.01646829425575987
,,,1.0,144.08,2.59,81.71,
,,,1.0,140.24,347.37,69.95,
,,,1.0,144.00,3.77,82.91,
,,,1.0,54.97,324.91,180.01,
,,-99544.67133266908,1.000003226503976,160.1654613967298,10.76593050269257,51.50877262818584,-4.882763324876187E-7
,,-2286.223355455525,1.000242910613442,72.55023273454583,237.8957286100222,276.7709705299534,2.946405088172876E-6
,,,1.0,146.40,353.04,75.32,
,,,1.0,144.38,8.23,86.48,
,,,1.0,144.52,359.32,79.61,
,,,1.0,145.72,5.15,84.40,
,,,1.0,145.96,7.00,87.16,
,,,1.0,143.15,12.94,90.21,
,,,1.0,144.49,359.30,79.03,
,,,1.0,141.91,314.54,38.13,
,,,1.0,143.18,3.76,80.32,
,,,1.0,138.16,346.04,68.37,
,,,1.0,147.79,340.27,61.09,
,,,1.0,140.57,23.50,98.14,
,,,1.0,72.66,73.96,60.08,
,,-3360.101982669482,1.002373364395291,137.9744527573018,239.3948782579826,181.7321341517096,.0004293599004700285
,,491.2141732836205,.994363522445981,12.08751826506508,185.8481116030409,326.8195414724229,359.9970295394236
,,,1.0,132.68,324.92,52.89,
,,,1.0,142.93,315.39,38.85,
,,,1.0,87.30,229.47,88.03,
,,,1.0,89.02,228.93,89.13,
,,,1.0,145.95,3.25,79.51,
,,,1.0,147.66,343.96,66.36,
,,265.7756562694428,.9909456511051214,59.94068029705615,339.5944969225325,107.8879914300603,.03170567363883161
,,2530.53002441112,0.999692137817885,36.4866097334356,295.1277176090811,295.322728284241,359.999964975135
,,1118.60290263091,0.999303580246131,36.4758214872215,295.1246666062354,295.326808388447,.001092792717368294
,,,1.0,143.63,12.05,90.69,
,,,1.0,144.69,356.82,76.03,
,,-2363.226334373879,1.001239164227836,104.1122565804956,49.8410925091148,284.8485725451241,.002630233061125845
,,-3025.418042891655,1.001754072614384,150.6015659864116,145.0947466932081,304.7570491367844,.002779211148799179
,,,1.0,144.54,7.10,85.46,
,,41142.80773491325,.9998759362220606,68.96463125789182,33.71635604876685,219.9497829171565,359.9999586149285
,,,1.0,144.61,8.15,86.45,
,,,1.0,144.59,1.02,79.54,
,,,1.0,134.29,328.00,57.39,
,,,1.0,166.26,322.52,51.27,
,,,1.0,139.77,340.03,65.31,
,,,1.0,73.68,54.75,54.23,
,,,1.0,21.34,180.13,160.55,
,,,1.0,73.37,72.24,58.28,
,,6.44938933174549,.3560151393047211,19.08748533439787,92.83134175756977,80.80805059843208,11.15760223569795
,,,1.0,144.58,8.16,87.46,
,,-2950.554807304068,1.002791187232384,45.36481717394272,203.891038359931,343.2812102016115,.0005275882405992143
,,,1.0,144.59,8.27,85.97,
,,,1.0,144.23,3.55,77.17,
,,,1.0,139.17,341.72,63.84,
,,,1.0,146.28,332.13,41.08,
,,,1.0,143.53,11.76,84.37,
,,,1.0,143.28,6.90,80.65,
,,5.994498509386838,.6001913472530236,8.399275685101079,329.5629882140415,224.8782770603704,6.26546281007537
,,,1.0,143.93,10.47,87.40,
,,,1.0,143.43,5.98,83.87,
,,,1.0,145.73,345.62,72.54,
,,1193.491799001408,.9976605761614754,163.2121256870545,42.91246436468516,324.0709993076476,.002748415197494381
,,,1.0,142.82,14.97,87.54,
,,,1.0,138.41,332.57,58.26,
,,,1.0,143.05,7.06,84.73,
,,,1.0,141.93,13.43,91.41,
,,,1.0,143.11,10.77,87.21,
,,2872.524841353254,.9989346918852655,52.0265696674538,289.8501088743859,3.452289293500597,.0005577559532645989
,,,1.0,145.97,3.06,82.86,
,,11407.99370230414,.9995455602307839,72.59034207189583,237.4575837859247,47.05416377035978,9.242408837371829E-5
,,,1.0,148.11,324.74,50.79,
,,,1.0,143.43,8.10,86.69,
,,,1.0,143.33,11.75,89.04,
,,,1.0,141.54,12.89,88.97,
,,,1.0,147.11,15.02,97.97,
,,,1.0,72.36,73.28,57.26,
,,,1.0,141.65,18.23,93.91,
,,,1.0,145.13,323.04,48.85,
,,,1.0,142.67,10.15,87.82,
,,,1.0,146.12,347.67,69.35,
,,,1.0,141.06,14.76,91.02,
,,,1.0,145.25,330.92,54.04,
,,,1.0,141.86,17.76,93.81,
,,,1.0,137.37,24.73,98.72,
,,,1.0,134.64,29.69,103.33,
,,,1.0,71.70,72.40,57.72,
,,,1.0,144.49,1.06,80.75,
,,,1.0,144.85,4.76,83.63,
,,,1.0,143.08,8.66,87.22,
,,,1.0,144.88,359.53,79.29,
,,,1.0,143.84,5.25,84.16,
,,,1.0,145.43,352.78,72.35,
,,,1.0,143.14,12.44,90.57,
,,,1.0,144.66,1.92,80.95,
,,,1.0,145.62,353.22,72.49,
,,26.6595866982736,.8010922838378196,28.08338955374133,293.9174990331535,5.479096357575937,.9650977051742905
,,,1.0,145.09,4.48,82.95,
,,,1.0,95.09,302.92,114.59,
,,-2524.739350423763,1.001056945250236,138.5435429688191,52.80360999077453,151.8961060054836,-.00120940110053857
,,,1.0,144.49,0.10,79.04,
,,2191.919354696644,.9978012736698744,90.92616498472022,328.7160314471743,280.8950338076312,.006748564496132145
,13.6,13.29995428610206,.9252593010411703,80.24505504971198,10.55529569918225,116.4195120718172,357.9637887371742
,,,1.0,29.90,140.14,72.08,
,,,1.0,144.76,1.34,79.84,
,,171.2361155585013,.9659302687497193,66.95042722674785,139.2613400598061,175.4618774195375,.002695018625236661
,,,1.0,106.63,155.03,268.11,
,,-1398.519815659459,1.000687841307248,99.64261702000901,210.2784312999411,1.204249680774182,3.833789590897781E-5
,,7.994479776583038,.8238563067834858,56.8552151654871,22.13588863810931,43.32930429362097,359.3256262463747
,,,1.0,13.28,43.95,54.77,
,,,1.0,13.07,44.76,56.22,
,,,1.0,144.77,355.98,71.96,
,,3.449381931998622,.4357110423851817,19.89093368926919,145.3969947749892,206.724855865475,250.1548033187978
,,,1.0,144.42,9.73,88.32,
,,,1.0,144.19,12.11,91.07,
,,,1.0,138.72,337.75,56.31,
,,,1.0,144.67,8.92,87.24,
,,4.114487097146357,.4859450123302165,17.34483862636293,70.32278538708108,306.1920716522582,.9337837145920995
,,,1.0,73.77,85.28,57.36,
,,,1.0,13.58,42.19,59.63,
,,,1.0,12.47,48.90,53.31,
,,-1281.622010117728,1.00160543554003,30.57411996618429,14.16983224548999,121.4856956424654,-.0004017678523071342
,,53.34681681798641,.9297223895880558,139.1325313320458,330.1219794892323,285.1609630630614,.3128905976901541
,,,1.0,144.40,2.68,81.06,
,,,1.0,144.46,9.39,89.55,
,,,1.0,72.87,72.56,57.41,
,,,1.0,143.82,5.30,80.74,
,,6.50579925270305,.614844576455912,19.19849889216964,56.53904919560082,356.2321482526702,355.5398732199433
,,,1.0,55.26,327.74,179.51,
,,,1.0,146.71,358.68,80.61,
,,,1.0,144.85,7.44,91.47,
,,,1.0,144.36,7.79,88.10,
,,,1.0,142.98,7.05,80.50,
,,,1.0,144.58,8.62,87.65,
,,,1.0,144.21,2.99,82.05,
,,,1.0,144.11,3.70,81.84,
,,1149.443773641251,.9961664769459994,107.2554978589667,115.2304851037921,85.71480297398867,359.9964678661126
,,,1.0,143.87,357.28,77.76,
,,,1.0,143.94,8.56,93.27,
,,,1.0,144.50,9.19,86.65,
,,,1.0,145.23,4.08,85.20,
,,,1.0,143.76,337.44,60.98,
,,,1.0,145.40,11.81,88.93,
,,,1.0,146.86,349.53,73.25,
,,,1.0,144.84,4.71,85.68,
,,,1.0,145.60,358.22,77.37,
,,,1.0,69.76,73.64,54.87,
,,2146.950556756829,.9988824875878562,118.6448628311467,91.93974567502877,6.160514384062277,359.9997929446239
,,17.92813646199146,.9413734582356099,115.9130896558433,113.3558967703675,142.0857566250761,359.7673529288581
,,,1.0,141.95,13.58,88.11,
,,,1.0,140.34,18.18,92.69,
,,566.9455401594766,.9970051198735636,115.6268459177287,336.0704475837416,202.200775811186,359.9998472880202
,,,1.0,147.82,336.54,60.24,
,,,1.0,138.71,23.35,97.31,
,,,1.0,147.01,328.76,50.77,
,,,1.0,147.30,353.27,73.18,
,,,1.0,72.28,74.35,56.15,
,,,1.0,142.15,309.62,29.88,
,,,1.0,73.46,73.79,56.74,
,,,1.0,143.80,5.16,84.14,
,,,1.0,145.34,6.49,85.06,
,,,1.0,144.61,324.05,42.87,
,,,1.0,144.61,8.83,87.04,
,,17.1481367405874,.725282963909569,14.0528644919815,81.78958477495284,18.91150234707008,2.811941105461022
,,17.18740203759119,.7261376286811095,14.05122749728308,81.91758571751228,19.2634349941674,1.942623181357014
,,-542.879080169659,1.009489438970738,48.08413625848007,136.525749610087,329.5302145606148,.008438490623792566
,,,1.0,72.13,75.45,61.50,
,,9.918418994809931,.7710192684405167,51.02145254597514,58.18551484746875,76.15892000248296,357.7910790082905
,,1373.110460169103,.9972018571464725,152.8725916050789,54.31695253893526,257.0705254727258,359.9991122111929
,,-804.0047608211391,1.00753422541536,73.6947396974568,289.3566924607729,123.2062188637844,.001063072039571243
,,9018.833669725687,.9996392275516168,104.8814339751327,242.9560051187902,159.9336971798962,4.739342995433096E-5
,,,1.0,141.83,355.39,79.37,
,,,1.0,144.46,0.34,78.76,
,,9.815943503090823,.7914862340966966,145.4587027497929,147.4439395698923,126.1881563814498,.06093160500865395
,,,1.0,143.09,358.77,81.67,
,,,1.0,145.49,9.11,83.70,
,,-1852.776076623402,1.000791485362608,92.54500862239934,244.5828836731632,9.034194744864083,.001077757880808828
,,,1.0,144.69,8.96,87.60,
,,6.490000064300673,.5939101217838956,4.969701017005215,330.3832879862198,166.8930359952229,5.655663713800444
,,950.3471170235424,.9995388012543218,80.87698378967451,289.0295811374716,125.9000407011631,359.999397862741
,,,1.0,144.03,4.73,84.28,
,,,1.0,146.11,6.72,90.92,
,,,1.0,133.92,106.02,262.32,
,,,1.0,144.84,3.48,83.09,
,,,1.0,46.89,158.87,355.93,
,,,1.0,143.90,14.29,89.24,
,,,1.0,144.26,5.63,77.39,
,,,1.0,142.51,349.27,71.16,
,,275.5042122195512,.9940660055712118,110.5011212903858,269.002022991191,20.41967367104152,.01284375236965199
,,,1.0,145.88,4.29,87.61,
,,,1.0,145.42,359.38,78.94,
,,,1.0,137.98,307.81,43.57,
,,,1.0,142.42,18.23,88.00,
,,,1.0,145.43,5.76,87.71,
,,,1.0,69.34,73.71,55.83,
,,,1.0,145.64,0.57,81.48,
,,,1.0,143.53,15.62,91.51,
,,,1.0,139.42,337.34,61.72,
,,30078.81739037265,.9998791931920828,46.52535151555866,70.88430719296727,230.709666199493,359.99996425646
,,-5010.019794144477,1.001143067897722,117.2282481354258,314.1099287782342,74.83299559002182,7.418146467193404E-5
,,,1.0,143.35,11.71,88.16,
,,,1.0,143.53,8.35,85.52,
,,,1.0,140.93,340.02,63.39,
,,9674.303492030585,.9996661007140939,89.72189337235001,280.5483640437268,4.45930242111898,8.857902672266326E-6
,,770.46620503535,.9932053616739217,130.8954401637435,294.5564273185153,26.66292268015989,.008027321090245988
,,,1.0,142.51,13.19,90.41,
,,17.52792390278217,.8422793585141574,94.06271665424224,308.0989752038921,24.43163006745826,.0003568244498149792
,,,1.0,143.68,15.52,92.69,
,,,1.0,139.90,341.98,65.22,
,,,1.0,144.52,12.54,89.88,
,,,1.0,141.85,15.75,91.17,
,,,1.0,143.26,15.08,91.51,
,,,1.0,141.09,17.22,92.21,
,,,1.0,143.35,9.39,86.59,
,,,1.0,143.44,17.21,93.80,
,,,1.0,147.52,345.87,67.74,
,,,1.0,143.32,12.96,90.70,
,,,1.0,144.37,13.56,91.07,
,,,1.0,145.52,329.14,51.00,
,,,1.0,143.30,0.46,80.51,
,,,1.0,145.89,346.92,67.22,
,,,1.0,146.04,350.37,71.19,
,,4355.506448448234,.9983852646032316,68.44162674634376,110.4503315361897,231.4278138254893,.0006824530743794846
,,,1.0,144.96,7.31,85.64,
,,,1.0,139.55,339.00,62.81,
,,,1.0,146.35,344.39,63.47,
,,,1.0,145.41,335.55,53.69,
,,,1.0,145.65,7.18,84.90,
,,,1.0,142.86,15.24,93.28,
,,,1.0,143.30,14.18,92.13,
,,,1.0,134.08,8.17,89.69,
,,,1.0,136.62,19.83,100.02,
,,,1.0,13.80,52.93,54.78,
,,,1.0,144.77,0.95,80.05,
,,,1.0,144.72,11.84,89.46,
,,,1.0,144.38,3.81,82.01,
,,-930.351847530698,1.000834309658419,73.12646882813617,321.0403923793774,105.9376245467022,-.001770735146803832
,,349.3500397976443,.9985840911328377,58.62405421977971,330.9518016906637,78.74891628164168,359.9955547815414
,,-3316.373981967269,1.000272382494685,98.74334446907731,12.80360992432983,252.0687374318661,-.0008647885261088068
,,413.8706751628979,.9842215889072761,34.60610757079473,310.6726010737281,347.764344980085,.0390789978145186
,,,1.0,143.87,6.38,85.75,
,,,1.0,73.84,75.81,56.57,
,,3.535767852562849,.5697102892619119,36.36895801325946,174.1039349440601,184.7526762720159,7.265172656337304
,,56.00934592933308,.9767386275907417,96.75817281607587,154.2921717815427,125.4569586092179,.03819378761338898
,,,1.0,96.8953,154.1513,125.7615,
,,465.3330321264617,.9971937681021504,96.87858479764969,154.1687155052776,125.7313764885375,.002058559169235115
,,-789.1906145388194,1.001574988945131,149.1642298954596,33.74717402202303,133.3064621493774,-.001075849130159398
,,,1.0,65.96,70.92,81.75,
,,,1.0,144.80,11.70,89.26,
,,,1.0,13.70,50.38,51.16,
,,,1.0,22.45,19.58,207.89,
,,,1.0,13.54,50.99,51.02,
,,,1.0,145.38,359.80,79.71,
,,,1.0,144.02,3.57,82.08,
,,,1.0,144.31,2.15,80.71,
,,,1.0,145.34,359.96,80.63,
,,,1.0,22.19,70.43,33.67,
,,-1481.749673413841,1.002611430955677,161.0951765159935,54.29511602407167,45.06804621673733,-.001131541767580536
,,,1.0,28.31,85.69,20.16,
,,3.216123486530712,.9852612620332006,14.12062880864015,13.2142153813815,45.72379889773849,179.9108780444316
,,,1.0,144.64,5.94,77.38,
,,,1.0,144.72,12.27,88.52,
,,,1.0,75.95,59.71,63.49,
,,,1.0,144.31,3.76,81.07,
,,,1.0,145.05,8.25,83.66,
,,,1.0,13.51,50.81,50.98,
,,,1.0,14.03,49.01,52.01,
,,,1.0,146.22,7.28,87.71,
,,3.223552998284503,.9848618681444121,13.57497488003668,50.19576775943682,52.15494545396132,179.507325500189
,,,1.0,144.46,3.36,79.66,
,,,1.0,144.27,5.64,83.50,
,,,1.0,144.17,4.59,81.57,
,,,1.0,13.68,50.70,51.84,
,,,1.0,70.94,70.73,57.79,
,,,1.0,144.21,11.38,82.88,
,,6.988781007646011,.437076499556222,30.90345758200205,123.3324249109672,326.7819781644358,6.507136743274269
,,7.651804825505631,.5573464446157246,11.00930562040645,209.0458440270833,217.5765139285349,1.674783766339906
,,-1265.394117216441,1.000485655273966,160.5827037080055,94.85652628646788,157.7391021155927,-.003570412577869443
,,,1.0,145.90,6.96,89.53,
,,-26871.74897011904,1.000044977765914,59.13565653209308,38.77661874851366,95.84689131192363,3.238001242282153E-9
,,,1.0,143.12,7.95,84.44,
,,,1.0,144.67,9.72,87.34,
,,,1.0,144.31,11.48,88.17,
,,,1.0,73.06,74.62,56.77,
,,,1.0,145.16,2.71,80.55,
,,,1.0,143.97,4.42,83.36,
,,,1.0,144.17,10.22,86.26,
,,1010.677585249301,.9999017905847297,81.70600476194042,64.08843505947698,152.1696945224334,359.998334476109
,,5069.804703147608,.998656351828148,166.7762473863121,20.2340387114913,314.6794467013605,.0002602221913045283
,,,1.0,144.48,9.49,87.03,
,,,1.0,72.50,74.75,56.33,
,,,1.0,34.24,86.61,19.13,
,,,1.0,138.73,331.90,57.93,
,,,1.0,143.67,8.80,86.62,
,,202.1431078132694,.966376725357406,70.51611637158041,35.01543374046667,100.0499871505975,.05596697021132584
,,,1.0,138.86,320.24,48.93,
,,,1.0,144.15,11.08,88.69,
,,,1.0,142.31,12.58,88.62,
,,,1.0,144.06,12.68,88.32,
,,,1.0,143.67,8.42,85.91,
,,,1.0,141.93,13.31,89.07,
,,,1.0,139.69,327.04,53.52,
,,,1.0,139.37,339.16,63.01,
,,,1.0,144.03,6.73,84.98,
,,,1.0,141.11,18.30,92.75,
,,,1.0,143.17,13.74,90.40,
,,,1.0,144.49,4.32,83.42,
,,,1.0,143.49,9.07,87.37,
,,,1.0,143.16,9.30,87.12,
,,,1.0,145.16,9.26,88.01,
,,,1.0,136.41,357.85,73.78,
,,,1.0,138.52,26.89,99.11,
,,1375.557599637891,.9981922239651285,164.0894310375535,281.8871776596058,207.3251203996932,359.9983793571358
,,,1.0,141.67,13.32,87.85,
,,,1.0,141.31,17.23,91.88,
,,1208.666631497768,.999842855646059,94.15226200375837,119.0650006147217,187.5842793892863,359.9997888470945
,,,1.0,72.55,74.75,57.43,
,,,1.0,137.42,24.10,97.20,
,,,1.0,142.08,314.04,39.67,
,,,1.0,139.82,331.62,54.29,
,,,1.0,143.16,7.94,84.26,
,,,1.0,143.40,13.86,91.10,
,,,1.0,139.96,25.65,99.76,
,,,1.0,137.25,305.70,34.61,
,,,1.0,144.59,4.59,83.49,
,,,1.0,133.28,33.03,104.95,
,,,1.0,145.02,0.57,77.80,
,,250.5964330648436,.9971515572410348,103.7815394874147,166.2200741421346,128.8155563526242,359.9845343652502
,,,1.0,73.52,74.51,57.48,
,,,1.0,146.92,356.64,74.99,
,,,1.0,147.76,353.20,71.96,
,,-1640.75794389587,1.006964654814308,8.061559109791737,154.5447196070671,346.6108470320463,-.002658523564033688
,,,1.0,140.05,350.46,76.40,
,,,1.0,144.57,9.57,87.65,
,,,1.0,144.84,12.29,89.76,
,,,1.0,73.36,74.15,56.25,
,,,1.0,144.97,7.39,86.68,
,,,1.0,144.73,3.77,80.30,
,,,1.0,140.05,347.03,74.03,
,,,1.0,144.47,11.52,89.57,
,,,1.0,142.05,8.91,88.56,
,,,1.0,145.05,8.77,86.95,
,,,1.0,144.42,1.84,80.73,
,,,1.0,146.81,351.72,69.69,
,,,1.0,144.70,9.68,87.09,
,,13.72540232133408,.7635801784128617,33.53781886273768,137.0699871663166,103.8592990584117,357.6235668363262
,,,1.0,144.06,2.57,83.69,
,,,1.0,145.29,7.97,85.61,
,,,1.0,144.66,9.37,87.98,
,,20.66261789746767,.8060361814012834,70.22151126935883,87.48762756046273,121.1882653690378,359.7013413181637
,,6.503991467451984,.5422509146090981,11.60439403967671,359.0284155699525,191.5945339363658,359.4777272115146
,,,1.0,144.59,9.82,88.18,
,,,1.0,145.06,8.50,84.78,
,,,1.0,144.55,10.01,88.12,
,,-3568.849773192186,1.001377554268999,66.84929606186535,246.0887764694408,11.42239641716182,.0009354185737794194
,,440.9405684024293,.9964771452947927,96.16728108175819,24.56770661574527,190.6734007308017,359.9984112006975
,,,1.0,169.70,87.61,174.63,
,,,1.0,147.49,1.78,82.80,
,,,1.0,144.12,4.20,83.04,
,,2653.379948359201,.9991559331248315,138.6672418760664,19.00045316947406,196.1393940092274,359.9986974978282
,,38.15862314085139,.9429089752773024,74.21751088127657,79.8380191665515,155.0821160815184,.01685607127930206
,,13171.63485663015,.9997797205028385,42.81171302344105,269.4172664320978,6.477479939163296,6.309289537106615E-5
,,,1.0,71.35,75.17,56.64,
,,,1.0,27.05,243.47,80.67,
,,,1.0,27.90,242.66,82.57,
,,,1.0,144.12,8.63,86.27,
,,,1.0,143.76,8.35,84.60,
,,,1.0,143.83,5.90,83.06,
,,,1.0,137.20,306.78,43.23,
,,,1.0,144.35,5.25,85.33,
,,577.5590529524437,.9911257065183228,98.31341992816097,122.0331724725372,196.028821180654,359.9942764440745
,,,1.0,143.39,7.47,84.94,
,,,1.0,142.82,8.48,84.58,
,,,1.0,144.58,12.80,89.29,
,,,1.0,143.94,11.87,89.21,
,,,1.0,143.08,16.55,90.64,
,,,1.0,141.86,349.09,70.61,
,,,1.0,144.29,3.18,82.44,
,,,1.0,144.18,14.40,90.62,
,,42.16067112736083,.9504906689671544,129.8349406985404,250.0570617890347,314.4903315261464,.5753797466806089
,,,1.0,39.529,79.076,108.456,
,,-3419.188960981007,1.000299374925756,134.2525198435945,18.67571084352176,198.4425908428183,-.000624684736468212
,,,1.0,72.50,74.11,55.74,
,,,1.0,71.87,73.67,56.44,
,,,1.0,144.15,12.35,89.70,
,,,1.0,135.87,28.75,95.31,
,,,1.0,144.48,1.39,81.52,
,,,1.0,144.20,3.91,82.94,
,,,1.0,141.58,17.80,92.22,
,,,1.0,136.80,4.80,81.85,
,,,1.0,148.89,348.81,72.92,
,,6.697938737501532,.2520520162267936,9.024139899608036,226.0388078435766,355.2014093771027,2.514949624122786
,,154.4044215024275,.9814461231044116,82.0510749631039,273.5591889548812,119.840613880803,359.9362031488871
,,,1.0,142.65,18.74,94.51,
,,,1.0,141.93,20.72,95.86,
,,,1.0,144.23,3.81,82.97,
,,,1.0,135.18,32.28,103.35,
,,,1.0,133.71,37.11,107.86,
,,,1.0,141.60,14.55,91.79,
,,,1.0,144.57,0.22,79.70,
,,,1.0,143.54,8.57,86.95,
,,,1.0,141.43,20.06,96.21,
,,,1.0,141.94,10.56,89.00,
,,,1.0,139.29,340.42,64.34,
,,,1.0,143.20,13.06,91.42,
,,,1.0,145.25,344.94,65.47,
,,,1.0,147.58,345.29,64.96,
,,,1.0,146.97,358.61,76.12,
,,,1.0,148.86,341.76,61.51,
,,,1.0,145.69,341.37,60.98,
,,,1.0,143.12,8.42,87.16,
,,,1.0,144.79,7.21,85.86,
,,,1.0,146.13,8.40,86.25,
,,-4909.749142139206,1.001394646760483,117.9816909954926,347.6440286719233,81.67314172643833,9.68279511287475E-5
,,,1.0,134.30,330.26,58.31,
,,,1.0,139.42,339.90,64.35,
,,,1.0,144.55,9.49,87.25,
,,,1.0,144.99,358.30,75.97,
,,,1.0,145.34,356.06,73.97,
,,,1.0,145.12,355.98,73.86,
,,,1.0,139.66,13.52,90.58,
,,,1.0,144.43,8.87,87.34,
,,,1.0,29.33,43.43,52.38,
,,,1.0,144.57,9.12,87.31,
,,,1.0,144.84,7.95,85.40,
,,,1.0,144.43,9.27,86.73,
,,,1.0,144.70,8.63,86.64,
,,,1.0,25.43,56.30,33.17,
,,,1.0,144.06,11.23,90.40,
,,,1.0,144.94,8.04,86.07,
,,,1.0,144.26,3.13,81.97,
,,,1.0,144.48,11.64,91.77,
,,8.025492874593112,.4717914141139498,11.39653447830706,264.5803059820747,37.2241827635543,12.56299931480208
,,19.70232857640934,.8933178900261248,149.1956252274832,356.6890598578671,302.6902404912989,1.187672854124579
,,,1.0,141.91,18.95,91.87,
,,,1.0,144.75,8.79,86.26,
,,,1.0,92.36,173.06,105.04,
,,-4498.564034294653,1.001807139928184,151.4977115681849,226.3888405743762,154.5700280437706,.0006254384186661466
,,36.92953762223349,.8950980247173976,40.70817215017712,224.552752977596,155.3162739733166,.5672512685463867
,,40.00968422595836,.9040799923798569,40.39988146146798,224.5380453480329,153.6746171049407,.532869729214511
,,,1.0,144.77,9.13,85.44,
,,,1.0,141.01,19.09,87.22,
,,,1.0,145.00,2.99,75.98,
,,,1.0,144.28,1.90,78.39,
,,,1.0,28.79,59.32,180.22,
,,5.50584658927542,.581495928767054,5.545823352229373,257.6398388658703,137.302883060377,351.2859824470792
,,6447.675824763704,.9997229463097832,87.53147246673005,238.5326995536752,152.2331617026455,2.850304131209867E-5
,,5732.152019156644,.999741619586288,50.4444275812351,347.0575701081324,43.77380409188755,.0002180169919405401
,,-1811.431678543329,1.000469099104886,86.76125616308698,93.90295797418401,181.6795033935044,-.002143351116140704
,,,1.0,144.53,9.05,86.79,
,,,1.0,144.66,353.66,77.93,
,,,1.0,144.54,9.18,87.43,
,,,1.0,143.21,6.09,83.32,
,,,1.0,149.12,357.61,76.98,
,,,1.0,144.53,9.01,87.17,
,,,1.0,146.04,4.99,88.39,
,,2.571095543490529,.7764221762630051,11.47580779984697,176.465098877616,217.6773880895668,3.716745340145257
,,22.89423024194806,.9215647483541063,164.4745444686548,322.7631803647729,278.3838331756184,.01441538825832026
,,,1.0,74.94,73.97,58.38,
,,,1.0,144.60,8.93,85.74,
,,,1.0,144.48,9.07,87.14,
,,,1.0,144.44,12.13,88.13,
,,,1.0,137.65,294.41,36.51,
,,,1.0,144.22,10.76,86.95,
,,602.9834361905533,.9970427994380671,28.67513144128866,25.83287775965257,8.63165027576372,.02055650240471503
,,,1.0,145.16,9.93,89.43,
,,,1.0,144.30,9.67,87.39,
,,,1.0,145.14,9.22,88.06,
,,,1.0,136.94,332.92,58.04,
,,,1.0,145.14,7.73,85.78,
,,,1.0,144.42,357.95,76.08,
,,,1.0,143.31,11.75,87.59,
,,25.15922969014187,.9343217208389496,78.07582624972261,256.742806814577,113.2883069472615,.2072633501494274
,,,1.0,73.26,74.96,56.53,
,,,1.0,142.21,11.32,86.83,
,,,1.0,140.98,18.15,91.67,
,,,1.0,144.58,8.51,87.18,
,,,1.0,144.51,9.27,87.55,
,,,1.0,144.50,6.62,84.73,
,,5.185781601675147,.680882602264,21.21977372914613,89.88871710404339,341.0581434483351,.2714551367595003
,,,1.0,118.30,35.43,82.24,
,,-2007.594753317565,1.002585642607977,31.41057839973252,48.45389804771347,92.46688581461758,-3.028492212832633E-5
,,,1.0,143.28,17.90,94.22,
,,,1.0,134.58,17.48,90.15,
,,,1.0,133.82,37.30,112.58,
,,,1.0,136.31,29.52,101.56,
,,,1.0,139.87,21.99,97.12,
,,,1.0,145.82,325.80,49.96,
,,,1.0,139.81,26.19,100.04,
,,,1.0,141.22,20.45,96.39,
,,,1.0,142.28,316.87,41.99,
,,,1.0,147.85,328.24,50.70,
,,,1.0,143.45,13.35,90.33,
,,,1.0,72.81,74.70,56.72,
,,,1.0,147.13,353.43,71.94,
,,,1.0,145.75,322.68,40.31,
,,,1.0,145.41,352.48,72.44,
,,,1.0,144.52,3.81,82.09,
,,,1.0,144.60,8.49,86.84,
,,,1.0,143.18,15.81,92.93,
,,,1.0,146.52,4.15,79.60,
,,,1.0,146.53,350.70,71.81,
,,,1.0,147.10,355.72,75.83,
,,,1.0,144.96,6.94,83.81,
,,,1.0,145.83,346.72,65.99,
,,,1.0,143.83,356.28,76.78,
,,,1.0,146.14,352.76,72.86,
